일자,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
"2022/11/04","50300","200","0.40","49500","50600","48950","3242294","161638205600","22399679548300","445321661"
"2022/11/03","50100","-2200","-4.21","50800","51200","49700","3572826","179353779400","22310615216100","445321661"
"2022/11/02","52300","1600","3.16","50100","53100","49700","4937758","256957288000","23290322870300","445321661"
"2022/11/01","50700","0","0.00","50400","50800","49650","1653708","83270681850","22577808212700","445321661"
"2022/10/31","50700","1950","4.00","49600","50700","48700","3130880","156117451100","22577808212700","445321661"
"2022/10/28","48750","0","0.00","48200","49450","47800","1867478","91120103350","21709430973750","445321661"
"2022/10/27","48750","1050","2.20","47700","48850","47200","2442155","117982107900","21709430973750","445321661"
"2022/10/26","47700","-1100","-2.25","48950","48950","47650","2149830","103467214450","21241843229700","445321661"
"2022/10/25","48800","350","0.72","48800","49550","48550","1910362","93504904400","21731697056800","445321661"
"2022/10/24","48450","-400","-0.82","50000","50600","48300","2848346","140558432600","21575834475450","445321661"
"2022/10/21","48850","1100","2.30","47650","49650","47050","3354625","163354597700","21753963139850","445321661"
"2022/10/20","47750","-2050","-4.12","49800","49800","47300","4240904","203636021500","21264109312750","445321661"
"2022/10/19","49800","400","0.81","49800","52200","49400","4540597","230180120550","22177018717800","445321661"
"2022/10/18","49400","1050","2.17","48900","50200","48400","6284583","308570201400","21998890053400","445321661"
"2022/10/17","48350","-3050","-5.93","48000","49150","46500","9711382","463999941300","21531302309350","445321661"
"2022/10/14","51400","4100","8.67","49050","51500","49050","3872919","195840777950","22889533375400","445321661"
"2022/10/13","47300","-2550","-5.12","49400","49500","47300","2538948","121591116150","21063714565300","445321661"
"2022/10/12","49850","-250","-0.50","49850","50300","49000","2106857","104387859750","22199284800850","445321661"
"2022/10/11","50100","-800","-1.57","49350","50400","48800","2430880","120759175050","22310615216100","445321661"
"2022/10/07","50900","-3900","-7.12","54300","54800","50500","4265238","220270143200","22666872544900","445321661"
"2022/10/06","54800","300","0.55","54600","55700","53900","2123384","116400403400","24403052773600","445311182"
"2022/10/05","54500","-1400","-2.50","56700","57100","54300","2107661","116555244200","24269459419000","445311182"
"2022/10/04","55900","-1200","-2.10","57700","58100","55100","2220578","124985324500","24892895073800","445311182"
"2022/09/30","57100","1200","2.15","55200","58000","55000","1882206","107097953200","25427268492200","445311182"
"2022/09/29","55900","-1000","-1.76","57700","59000","55800","2212133","126640250300","24892895073800","445311182"
"2022/09/28","56900","-2400","-4.05","58600","58800","56100","2387527","136519004600","25338206255800","445311182"
"2022/09/27","59300","-400","-0.67","59500","60300","57800","1807942","106785491900","26406953092600","445311182"
"2022/09/26","59700","-1300","-2.13","60100","61000","59200","1983320","118840240000","26585077565400","445311182"
"2022/09/23","61000","-300","-0.49","61300","61800","60900","1660303","101643228950","27163982102000","445311182"
"2022/09/22","61300","-2700","-4.22","62700","62800","61100","1743099","107319896500","27297575456600","445311182"
"2022/09/21","64000","-1300","-1.99","64900","65300","63600","1056852","67740334800","28499915648000","445311182"
"2022/09/20","65300","-100","-0.15","66400","66600","65300","854697","56164096200","29078820184600","445311182"
"2022/09/19","65400","-1500","-2.24","67100","67300","65400","1132357","74433414000","29123351302800","445311182"
"2022/09/16","66900","-500","-0.74","66700","67700","66300","922538","61738389400","29791318075800","445311182"
"2022/09/15","67400","-700","-1.03","68600","69000","67400","984996","66972700500","30013973666800","445311182"
"2022/09/14","68100","-1900","-2.71","67000","68500","66500","1827706","123246134200","30325691494200","445311182"
"2022/09/13","70000","2000","2.94","69100","70800","69100","2103796","146976166000","31171782740000","445311182"
"2022/09/08","68000","500","0.74","68500","69200","67600","1169203","79779506800","30281160376000","445311182"
"2022/09/07","67500","-2200","-3.16","69100","69200","67000","1793068","121197130600","30047599755000","445149626"
"2022/09/06","69700","-300","-0.43","70000","70600","69500","744418","52016491700","31026928932200","445149626"
"2022/09/05","70000","-200","-0.28","69800","70800","69400","865940","60646253100","31160473820000","445149626"
"2022/09/02","70200","-1200","-1.68","72100","72200","70000","1201760","85224067000","31249503745200","445149626"
"2022/09/01","71400","-2000","-2.72","72300","72500","71200","1275977","91363068200","31783683296400","445149626"
"2022/08/31","73400","200","0.27","72300","73700","71800","1348480","98266319800","32673982548400","445149626"
"2022/08/30","73200","1000","1.39","72500","73500","72500","802825","58646987200","32584952623200","445149626"
"2022/08/29","72200","-3800","-5.00","72800","73400","71800","1632297","118304620100","32139802997200","445149626"
"2022/08/26","76000","-100","-0.13","76700","77200","75500","993727","75843659200","33831371576000","445149626"
"2022/08/25","76100","1200","1.60","75400","76800","75000","1252757","95090727300","33875886538600","445149626"
"2022/08/24","74900","100","0.13","74900","75500","74200","936191","69978953900","33341706987400","445149626"
"2022/08/23","74800","-200","-0.27","74800","75800","74200","1327312","99405972600","33297192024800","445149626"
"2022/08/22","75000","-1700","-2.22","75600","76300","74600","1250643","94076067600","33386221950000","445149626"
"2022/08/19","76700","-2500","-3.16","78300","78800","76400","1804047","139062830400","34142976314200","445149626"
"2022/08/18","79200","-900","-1.12","79400","79600","77500","1640906","128923169600","35255850379200","445149626"
"2022/08/17","80100","-600","-0.74","80800","81200","79600","1041971","83627402700","35656485042600","445149626"
"2022/08/16","80700","-1800","-2.18","83000","83200","80500","1798225","145663409500","35923574818200","445149626"
"2022/08/12","82500","-1200","-1.43","83000","83200","81700","1069578","88089569500","36724844145000","445149626"
"2022/08/11","83700","3400","4.23","82600","84300","82400","1918391","160004348000","37242171956700","444948291"
"2022/08/10","80300","-2900","-3.49","82300","82800","80300","1428961","115865023700","35729347767300","444948291"
"2022/08/09","83200","1200","1.46","81800","83800","81500","1541966","127465962800","37019697811200","444948291"
"2022/08/08","82000","800","0.99","80600","82000","80100","1674063","136263360600","36485759862000","444948291"
"2022/08/05","81200","-500","-0.61","82000","83100","80700","2511627","205320620460","36129801229200","444948291"
"2022/08/04","81700","5700","7.50","77000","81700","76800","5803458","464775052100","36352275374700","444948291"
"2022/08/03","76000","4200","5.85","71900","76100","71500","2893725","215310917800","33816070116000","444948291"
"2022/08/02","71800","-2200","-2.97","73800","73800","71600","1786920","129138992516","31947287293800","444948291"
"2022/08/01","74000","-800","-1.07","74800","75200","74000","907903","67626175400","32926173534000","444948291"
"2022/07/29","74800","2400","3.31","73200","75400","73200","2164565","161391881900","33282132166800","444948291"
"2022/07/28","72400","500","0.70","73000","74200","72100","1226484","89561537700","32214256268400","444948291"
"2022/07/27","71900","-500","-0.69","72500","72600","71200","924477","66253144700","31991782122900","444948291"
"2022/07/26","72400","-600","-0.82","72600","72900","71800","696076","50218764400","32214256268400","444948291"
"2022/07/25","73000","900","1.25","71600","73100","71400","1038303","75138145800","32481225243000","444948291"
"2022/07/22","72100","-1600","-2.17","73500","73600","71600","1601677","115820353800","32080771781100","444948291"
"2022/07/21","73700","300","0.41","73900","75000","73500","1244024","92179877000","32792689046700","444948291"
"2022/07/20","73400","600","0.82","74700","75600","73100","1758524","130911689800","32659204559400","444948291"
"2022/07/19","72800","0","0.00","72000","73200","71600","949001","68553410700","32392235584800","444948291"
"2022/07/18","72800","2700","3.85","71100","73200","70600","1690739","122165961100","32392235584800","444948291"
"2022/07/15","70100","-2000","-2.77","72100","72200","69400","1605289","112791505900","31190875199100","444948291"
"2022/07/14","72100","200","0.28","71000","73400","70400","1597400","114769725400","32080771781100","444948291"
"2022/07/13","71900","1600","2.28","70100","72200","70100","1156844","82679427100","31991782122900","444948291"
"2022/07/12","70300","-1000","-1.40","70700","71000","69400","1082539","75752698100","31279864857300","444948291"
"2022/07/11","71300","-500","-0.70","71900","72800","71100","979002","70398774400","31724813148300","444948291"
"2022/07/08","71800","-1200","-1.64","73900","73900","71800","1418763","103036162300","31947287293800","444948291"
"2022/07/07","73000","-500","-0.68","74500","74900","72700","1603464","117638093500","32472042281000","444822497"
"2022/07/06","73500","1500","2.08","71300","75000","71200","2724220","201130291500","32694453529500","444822497"
"2022/07/05","72000","3900","5.73","68700","72500","68300","2125688","151212430500","32027219784000","444822497"
"2022/07/04","68100","800","1.19","67300","69000","66200","1019171","69140963200","30292412045700","444822497"
"2022/07/01","67300","-2600","-3.72","70000","70300","66600","1817276","123969443700","29936554048100","444822497"
"2022/06/30","69900","-900","-1.27","70400","71100","69900","1339031","94023639000","31093092540300","444822497"
"2022/06/29","70800","-800","-1.12","70100","71300","69700","1185471","83707573800","31493432787600","444822497"
"2022/06/28","71600","-200","-0.28","71600","72300","70600","1082711","77065793000","31849290785200","444822497"
"2022/06/27","71800","300","0.42","72400","72900","70600","1470633","105894681900","31938255284600","444822497"
"2022/06/24","71500","4400","6.56","67400","71500","67400","2331632","163898347900","31804808535500","444822497"
"2022/06/23","67100","-1400","-2.04","68300","69300","66700","2005224","136300369900","29847589548700","444822497"
"2022/06/22","68500","-2000","-2.84","70900","71000","68500","1908000","132020636300","30470341044500","444822497"
"2022/06/21","70500","900","1.29","69600","70700","69200","1525415","106878817500","31359986038500","444822497"
"2022/06/20","69600","-2600","-3.60","72300","72900","68700","2436471","169829327900","30959645791200","444822497"
"2022/06/17","72200","-100","-0.14","70200","73000","70200","3044377","219314916600","32116184283400","444822497"
"2022/06/16","72300","-400","-0.55","74400","75200","71900","2053257","151110147300","32160666533100","444822497"
"2022/06/15","72700","-3900","-5.09","76100","76500","72100","2844798","208729156800","32338595531900","444822497"
"2022/06/14","76600","100","0.13","74900","76900","74200","2342617","177232876400","34073403270200","444822497"
"2022/06/13","76500","-3600","-4.49","77800","78200","76100","2176053","167390895300","34028921020500","444822497"
"2022/06/10","80100","-1200","-1.48","80400","81000","80000","1430382","114850461300","35630282009700","444822497"
"2022/06/09","81300","-200","-0.25","81100","81800","80300","1732196","140284523100","36104365944600","444088142"
"2022/06/08","81500","-400","-0.49","82700","82800","81200","1317967","107748490400","36193183573000","444088142"
"2022/06/07","81900","-3800","-4.43","84500","84800","81600","2373935","196169225300","36370818829800","444088142"
"2022/06/03","85700","2000","2.39","84800","87400","84700","2371620","204453657500","38058353769400","444088142"
"2022/06/02","83700","-1300","-1.53","84000","84200","82900","1147185","95753857100","37170177485400","444088142"
"2022/05/31","85000","1100","1.31","84100","85000","82900","2170810","182759481800","37747492070000","444088142"
"2022/05/30","83900","2200","2.69","82800","84000","82600","2091429","174415059300","37258995113800","444088142"
"2022/05/27","81700","200","0.25","82400","83000","81500","1038755","85228313000","36282001201400","444088142"
"2022/05/26","81500","-300","-0.37","81900","83300","81000","1338305","109949824200","36193183573000","444088142"
"2022/05/25","81800","1200","1.49","81000","82000","80300","1365261","111054803200","36326410015600","444088142"
"2022/05/24","80600","-2300","-2.77","82500","82600","80600","1154150","93852466000","35793504245200","444088142"
"2022/05/23","82900","-100","-0.12","82700","83500","82400","933750","77335209300","36814906971800","444088142"
"2022/05/20","83000","2600","3.23","80800","83300","80400","1561541","128500573500","36859315786000","444088142"
"2022/05/19","80400","-2200","-2.66","80500","81000","80000","1519533","122195296000","35704686616800","444088142"
"2022/05/18","82600","-600","-0.72","83700","84000","82500","1208755","100418310500","36681680529200","444088142"
"2022/05/17","83200","900","1.09","82300","83400","82100","1218935","101121742200","36948133414400","444088142"
"2022/05/16","82300","500","0.61","83300","84300","82100","1598561","132959517500","36548454086600","444088142"
"2022/05/13","81800","1100","1.36","80700","81900","80300","1528530","124172716900","36591420829400","447327883"
"2022/05/12","80700","-4700","-5.50","83700","84000","80600","2971934","243358189000","36014021764200","446270406"
