일자,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
"2022/11/04","174000","5000","2.96","167500","174500","167500","1248339","215785707500","28544540790000","164049085"
"2022/11/03","169000","-5000","-2.87","168500","170500","166000","1017930","171357286500","27724295365000","164049085"
"2022/11/02","174000","3500","2.05","170000","177000","169000","1585072","276077811000","28544540790000","164049085"
"2022/11/01","170500","1000","0.59","168000","171000","166500","768757","129998128000","27970368992500","164049085"
"2022/10/31","169500","9500","5.94","163500","170500","161500","1585289","265166034000","27806319907500","164049085"
"2022/10/28","160000","-1000","-0.62","158000","161000","157000","777329","123987985500","26247853600000","164049085"
"2022/10/27","161000","1500","0.94","159000","162000","156000","1058992","169204813000","26411902685000","164049085"
"2022/10/26","159500","-6000","-3.63","165000","165000","159000","1352211","218273579500","26165829057500","164049085"
"2022/10/25","165500","1500","0.91","164500","167000","164000","547041","90584669000","27150123567500","164049085"
"2022/10/24","164000","-2000","-1.20","169000","170000","163000","888373","147732553000","26904049940000","164049085"
"2022/10/21","166000","-2500","-1.48","165000","168000","164000","749769","124490150500","27232148110000","164049085"
"2022/10/20","168500","0","0.00","168000","168500","163000","1098598","182613236000","27642270822500","164049085"
"2022/10/19","168500","-4000","-2.32","172500","173500","168500","1172766","199986729000","27642270822500","164049085"
"2022/10/18","172500","5500","3.29","170500","173000","169000","1414552","242594103000","28298467162500","164049085"
"2022/10/17","167000","1500","0.91","162500","168000","160500","1436527","237066548000","27396197195000","164049085"
"2022/10/14","165500","7000","4.42","163500","168500","163000","1568930","260614394500","27150123567500","164049085"
"2022/10/13","158500","-3500","-2.16","160500","161000","155000","1487183","234805220608","26001779972500","164049085"
"2022/10/12","162000","3500","2.21","158500","164500","158000","1515631","245057052000","26575951770000","164049085"
"2022/10/11","158500","-1500","-0.94","156500","159500","156000","1835014","289026112192","26001779972500","164049085"
"2022/10/07","160000","-7000","-4.19","164000","167500","159500","2596863","420928449000","26247853600000","164049085"
"2022/10/06","167000","3000","1.83","163500","169000","163000","3477299","579928489700","27396197195000","164049085"
"2022/10/05","164000","-12500","-7.08","170500","176000","164000","6634375","1116428396000","26904049940000","164049085"
"2022/10/04","176500","-17000","-8.79","192000","192000","175500","3753785","681176784500","28954663502500","164049085"
"2022/09/30","193500","-3000","-1.53","191500","198000","190500","924294","179743445146","31743497947500","164049085"
"2022/09/29","196500","-4000","-2.00","203000","205000","196000","612278","122938320500","32235645202500","164049085"
"2022/09/28","200500","-4000","-1.96","202500","203500","198000","579635","115870534500","32891841542500","164049085"
"2022/09/27","204500","0","0.00","202500","206000","199000","641394","129697455000","33548037882500","164049085"
"2022/09/26","204500","-6000","-2.85","205500","208000","204000","513342","105445712500","33548037882500","164049085"
"2022/09/23","210500","4000","1.94","207500","212500","207500","655441","137676988105","34532332392500","164049085"
"2022/09/22","206500","-6500","-3.05","207500","209500","204000","693460","143247816500","33876136052500","164049085"
"2022/09/21","213000","-5000","-2.29","216500","217000","212000","493972","105537566000","34942455105000","164049085"
"2022/09/20","218000","0","0.00","220500","222000","218000","240498","52730338500","35762700530000","164049085"
"2022/09/19","218000","-2000","-0.91","219500","221000","217000","502182","109614070000","35762700530000","164049085"
